descendant_id,ancestor_id,relation,descendant_project_id,ancestor_project_id,descendant_author,ancestor_author,descendant_created_month,ancestor_created_month,lag_months
Arunavaonly/Bangla-twoclass-Sentiment-Analyzer,FacebookAI/xlm-roberta-base,finetune,hf_model_Arunavaonly__Bangla-twoclass-Sentiment-Analyzer,hf_model_FacebookAI__xlm-roberta-base,Arunavaonly,FacebookAI,202309,202203,18
nvidia/Llama-3.3-70B-Instruct-NVFP4,meta-llama/Llama-3.3-70B-Instruct,finetune,hf_model_nvidia__Llama-3.3-70B-Instruct-NVFP4,hf_model_meta-llama__Llama-3.3-70B-Instruct,nvidia,meta-llama,202501,202411,2
Xenova/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,quantized,hf_model_Xenova__bge-small-en-v1.5,hf_model_BAAI__bge-small-en-v1.5,Xenova,BAAI,202309,202309,0
mistralai/Ministral-3-3B-Instruct-2512,mistralai/Ministral-3-3B-Base-2512,quantized,hf_model_mistralai__Ministral-3-3B-Instruct-2512,hf_model_mistralai__Ministral-3-3B-Base-2512,mistralai,mistralai,202510,202510,0
Qwen/Qwen3-8B-FP8,Qwen/Qwen3-8B,quantized,hf_model_Qwen__Qwen3-8B-FP8,hf_model_Qwen__Qwen3-8B,Qwen,Qwen,202504,202504,0
TheBloke/Llama-2-7B-Chat-GGUF,meta-llama/Llama-2-7b-chat-hf,quantized,hf_model_TheBloke__Llama-2-7B-Chat-GGUF,hf_model_meta-llama__Llama-2-7b-chat-hf,TheBloke,meta-llama,202309,202307,2
segmind/small-sd,SG161222/Realistic_Vision_V4.0_noVAE,finetune,hf_model_segmind__small-sd,hf_model_SG161222__Realistic_Vision_V4.0_noVAE,segmind,SG161222,202307,202307,0
cyankiwi/Qwen3-Next-80B-A3B-Thinking-AWQ-4bit,Qwen/Qwen3-Next-80B-A3B-Thinking,quantized,hf_model_cyankiwi__Qwen3-Next-80B-A3B-Thinking-AWQ-4bit,hf_model_Qwen__Qwen3-Next-80B-A3B-Thinking,cyankiwi,Qwen,202509,202509,0
unsloth/Qwen3-8B-unsloth-bnb-4bit,Qwen/Qwen3-8B,quantized,hf_model_unsloth__Qwen3-8B-unsloth-bnb-4bit,hf_model_Qwen__Qwen3-8B,unsloth,Qwen,202504,202504,0
Qwen/Qwen3-Reranker-8B,Qwen/Qwen3-8B-Base,finetune,hf_model_Qwen__Qwen3-Reranker-8B,hf_model_Qwen__Qwen3-8B-Base,Qwen,Qwen,202505,202504,1
VlSav/Vikhr-Nemo-12B-Instruct-R-21-09-24-Q8_0-GGUF,Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,quantized,hf_model_VlSav__Vikhr-Nemo-12B-Instruct-R-21-09-24-Q8_0-GGUF,hf_model_Vikhrmodels__Vikhr-Nemo-12B-Instruct-R-21-09-24,VlSav,Vikhrmodels,202409,202409,0
unsloth/gpt-oss-20b,openai/gpt-oss-20b,quantized,hf_model_unsloth__gpt-oss-20b,hf_model_openai__gpt-oss-20b,unsloth,openai,202508,202508,0
facebook/dinov3-vith16plus-pretrain-lvd1689m,facebook/dinov3-vit7b16-pretrain-lvd1689m,finetune,hf_model_facebook__dinov3-vith16plus-pretrain-lvd1689m,hf_model_facebook__dinov3-vit7b16-pretrain-lvd1689m,facebook,facebook,202508,202508,0
Qwen/Qwen2.5-Coder-1.5B-Instruct-AWQ,Qwen/Qwen2.5-Coder-1.5B-Instruct,quantized,hf_model_Qwen__Qwen2.5-Coder-1.5B-Instruct-AWQ,hf_model_Qwen__Qwen2.5-Coder-1.5B-Instruct,Qwen,Qwen,202409,202409,0
unsloth/Qwen2.5-7B,Qwen/Qwen2.5-7B,finetune,hf_model_unsloth__Qwen2.5-7B,hf_model_Qwen__Qwen2.5-7B,unsloth,Qwen,202409,202409,0
mistralai/Mistral-Nemo-Instruct-2407,mistralai/Mistral-Nemo-Base-2407,finetune,hf_model_mistralai__Mistral-Nemo-Instruct-2407,hf_model_mistralai__Mistral-Nemo-Base-2407,mistralai,mistralai,202407,202407,0
John6666/nova-furry-xl-il-v120-sdxl,Laxhar/noobai-XL-1.1,merge,hf_model_John6666__nova-furry-xl-il-v120-sdxl,hf_model_Laxhar__noobai-XL-1.1,John6666,Laxhar,202510,202411,11
MaziyarPanahi/Qwen3-4B-Instruct-2507-GGUF,Qwen/Qwen3-4B-Instruct-2507,quantized,hf_model_MaziyarPanahi__Qwen3-4B-Instruct-2507-GGUF,hf_model_Qwen__Qwen3-4B-Instruct-2507,MaziyarPanahi,Qwen,202508,202508,0
Vikhrmodels/QVikhr-3-1.7B-Instruction-noreasoning,Qwen/Qwen3-1.7B,finetune,hf_model_Vikhrmodels__QVikhr-3-1.7B-Instruction-noreasoning,hf_model_Qwen__Qwen3-1.7B,Vikhrmodels,Qwen,202505,202504,1
lmstudio-community/Qwen3-VL-8B-Instruct-MLX-4bit,Qwen/Qwen3-VL-8B-Instruct,quantized,hf_model_lmstudio-community__Qwen3-VL-8B-Instruct-MLX-4bit,hf_model_Qwen__Qwen3-VL-8B-Instruct,lmstudio-community,Qwen,202510,202510,0
cagliostrolab/animagine-xl-3.0,Linaqruf/animagine-xl-2.0,finetune,hf_model_cagliostrolab__animagine-xl-3.0,hf_model_Linaqruf__animagine-xl-2.0,cagliostrolab,Linaqruf,202311,202311,0
Skywork/Skywork-Reward-V2-Qwen3-0.6B,Qwen/Qwen3-0.6B,finetune,hf_model_Skywork__Skywork-Reward-V2-Qwen3-0.6B,hf_model_Qwen__Qwen3-0.6B,Skywork,Qwen,202506,202504,2
MaziyarPanahi/Mistral-7B-Instruct-v0.3-GGUF,mistralai/Mistral-7B-Instruct-v0.3,quantized,hf_model_MaziyarPanahi__Mistral-7B-Instruct-v0.3-GGUF,hf_model_mistralai__Mistral-7B-Instruct-v0.3,MaziyarPanahi,mistralai,202405,202405,0
MattyB95/AST-VoxCelebSpoof-Synthetic-Voice-Detection,MIT/ast-finetuned-audioset-10-10-0.4593,finetune,hf_model_MattyB95__AST-VoxCelebSpoof-Synthetic-Voice-Detection,hf_model_MIT__ast-finetuned-audioset-10-10-0.4593,MattyB95,MIT,202401,202211,14
janhq/Jan-v2-VL-high-gguf,janhq/Jan-v2-VL-high,quantized,hf_model_janhq__Jan-v2-VL-high-gguf,hf_model_janhq__Jan-v2-VL-high,janhq,janhq,202511,202511,0
Qwen/Qwen3-14B-GGUF,Qwen/Qwen3-14B,quantized,hf_model_Qwen__Qwen3-14B-GGUF,hf_model_Qwen__Qwen3-14B,Qwen,Qwen,202505,202504,1
Xenova/bert-base-NER,dslim/bert-base-NER,quantized,hf_model_Xenova__bert-base-NER,hf_model_dslim__bert-base-NER,Xenova,dslim,202305,202203,14
lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-4bit,Qwen/Qwen2.5-Coder-14B-Instruct,quantized,hf_model_lmstudio-community__Qwen2.5-Coder-14B-Instruct-MLX-4bit,hf_model_Qwen__Qwen2.5-Coder-14B-Instruct,lmstudio-community,Qwen,202411,202411,0
lmstudio-community/gpt-oss-20b-GGUF,openai/gpt-oss-20b,quantized,hf_model_lmstudio-community__gpt-oss-20b-GGUF,hf_model_openai__gpt-oss-20b,lmstudio-community,openai,202508,202508,0
lmstudio-community/Qwen3-VL-8B-Instruct-MLX-8bit,Qwen/Qwen3-VL-8B-Instruct,quantized,hf_model_lmstudio-community__Qwen3-VL-8B-Instruct-MLX-8bit,hf_model_Qwen__Qwen3-VL-8B-Instruct,lmstudio-community,Qwen,202510,202510,0
mistralai/Mistral-Small-24B-Instruct-2501,mistralai/Mistral-Small-24B-Base-2501,finetune,hf_model_mistralai__Mistral-Small-24B-Instruct-2501,hf_model_mistralai__Mistral-Small-24B-Base-2501,mistralai,mistralai,202501,202501,0
qandos0/SentimentArEng,cardiffnlp/twitter-xlm-roberta-base-sentiment,finetune,hf_model_qandos0__SentimentArEng,hf_model_cardiffnlp__twitter-xlm-roberta-base-sentiment,qandos0,cardiffnlp,202312,202203,21
litert-community/DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,finetune,hf_model_litert-community__DeepSeek-R1-Distill-Qwen-1.5B,hf_model_deepseek-ai__DeepSeek-R1-Distill-Qwen-1.5B,litert-community,deepseek-ai,202502,202501,1
lmstudio-community/Qwen3-VL-8B-Instruct-MLX-5bit,Qwen/Qwen3-VL-8B-Instruct,quantized,hf_model_lmstudio-community__Qwen3-VL-8B-Instruct-MLX-5bit,hf_model_Qwen__Qwen3-VL-8B-Instruct,lmstudio-community,Qwen,202510,202510,0
unsloth/Qwen2.5-7B-Instruct-unsloth-bnb-4bit,Qwen/Qwen2.5-7B-Instruct,quantized,hf_model_unsloth__Qwen2.5-7B-Instruct-unsloth-bnb-4bit,hf_model_Qwen__Qwen2.5-7B-Instruct,unsloth,Qwen,202502,202409,5
lmstudio-community/Qwen3-VL-8B-Instruct-MLX-6bit,Qwen/Qwen3-VL-8B-Instruct,quantized,hf_model_lmstudio-community__Qwen3-VL-8B-Instruct-MLX-6bit,hf_model_Qwen__Qwen3-VL-8B-Instruct,lmstudio-community,Qwen,202510,202510,0
meta-llama/Llama-Guard-3-8B,meta-llama/Llama-3.1-8B,finetune,hf_model_meta-llama__Llama-Guard-3-8B,hf_model_meta-llama__Llama-3.1-8B,meta-llama,meta-llama,202407,202407,0
protectai/deberta-v3-base-prompt-injection,microsoft/deberta-v3-base,quantized,hf_model_protectai__deberta-v3-base-prompt-injection,hf_model_microsoft__deberta-v3-base,protectai,microsoft,202311,202203,20
HuggingFaceH4/zephyr-7b-beta,mistralai/Mistral-7B-v0.1,finetune,hf_model_HuggingFaceH4__zephyr-7b-beta,hf_model_mistralai__Mistral-7B-v0.1,HuggingFaceH4,mistralai,202310,202309,1
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,nvidia/NVIDIA-Nemotron-Nano-9B-v2,finetune,hf_model_nvidia__NVIDIA-Nemotron-Nano-9B-v2-FP8,hf_model_nvidia__NVIDIA-Nemotron-Nano-9B-v2,nvidia,nvidia,202509,202508,1
tjohn327/scion-snowflake-arctic-embed-s-v2,Snowflake/snowflake-arctic-embed-s,finetune,hf_model_tjohn327__scion-snowflake-arctic-embed-s-v2,hf_model_Snowflake__snowflake-arctic-embed-s,tjohn327,Snowflake,202503,202404,11
Qwen/Qwen2.5-32B-Instruct-GPTQ-Int8,Qwen/Qwen2.5-32B-Instruct,quantized,hf_model_Qwen__Qwen2.5-32B-Instruct-GPTQ-Int8,hf_model_Qwen__Qwen2.5-32B-Instruct,Qwen,Qwen,202409,202409,0
nvidia/Llama-3.1-8B-Instruct-NVFP4,meta-llama/Llama-3.1-8B-Instruct,quantized,hf_model_nvidia__Llama-3.1-8B-Instruct-NVFP4,hf_model_meta-llama__Llama-3.1-8B-Instruct,nvidia,meta-llama,202509,202407,14
MaziyarPanahi/gemma-3-4b-it-GGUF,google/gemma-3-4b-it,quantized,hf_model_MaziyarPanahi__gemma-3-4b-it-GGUF,hf_model_google__gemma-3-4b-it,MaziyarPanahi,google,202503,202502,1
unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-3.2-1B-Instruct,quantized,hf_model_unsloth__Llama-3.2-1B-Instruct-unsloth-bnb-4bit,hf_model_meta-llama__Llama-3.2-1B-Instruct,unsloth,meta-llama,202501,202409,4
Xenova/paraphrase-multilingual-MiniLM-L12-v2,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,quantized,hf_model_Xenova__paraphrase-multilingual-MiniLM-L12-v2,hf_model_sentence-transformers__paraphrase-multilingual-MiniLM-L12-v2,Xenova,sentence-transformers,202305,202203,14
Qwen/Qwen3-4B-GGUF,Qwen/Qwen3-4B,quantized,hf_model_Qwen__Qwen3-4B-GGUF,hf_model_Qwen__Qwen3-4B,Qwen,Qwen,202505,202504,1
ggml-org/Qwen2.5-Coder-0.5B-Q8_0-GGUF,Qwen/Qwen2.5-Coder-0.5B,quantized,hf_model_ggml-org__Qwen2.5-Coder-0.5B-Q8_0-GGUF,hf_model_Qwen__Qwen2.5-Coder-0.5B,ggml-org,Qwen,202501,202411,2
unsloth/Qwen-Image-Edit-2511-GGUF,Qwen/Qwen-Image-Edit-2511,quantized,hf_model_unsloth__Qwen-Image-Edit-2511-GGUF,hf_space_Qwen__Qwen-Image-Edit-2511,unsloth,Qwen,202512,202512,0
unsloth/Qwen2.5-0.5B-unsloth-bnb-4bit,Qwen/Qwen2.5-0.5B,quantized,hf_model_unsloth__Qwen2.5-0.5B-unsloth-bnb-4bit,hf_model_Qwen__Qwen2.5-0.5B,unsloth,Qwen,202502,202409,5
ggml-org/Qwen2.5-Coder-14B-Q8_0-GGUF,Qwen/Qwen2.5-Coder-14B,quantized,hf_model_ggml-org__Qwen2.5-Coder-14B-Q8_0-GGUF,hf_model_Qwen__Qwen2.5-Coder-14B,ggml-org,Qwen,202411,202411,0
TomoroAI/tomoro-colqwen3-embed-4b,Qwen/Qwen3-VL-4B-Instruct,finetune,hf_model_TomoroAI__tomoro-colqwen3-embed-4b,hf_model_Qwen__Qwen3-VL-4B-Instruct,TomoroAI,Qwen,202511,202510,1
Qwen/Qwen2.5-Coder-7B-Instruct-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct,quantized,hf_model_Qwen__Qwen2.5-Coder-7B-Instruct-GGUF,hf_model_Qwen__Qwen2.5-Coder-7B-Instruct,Qwen,Qwen,202409,202409,0
TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,TinyLlama/TinyLlama-1.1B-Chat-v1.0,quantized,hf_model_TheBloke__TinyLlama-1.1B-Chat-v1.0-GGUF,hf_model_TinyLlama__TinyLlama-1.1B-Chat-v1.0,TheBloke,TinyLlama,202312,202312,0
ConicCat/Qwen2.5-72B-Instruct-abliterated-FP8-Dynamic,huihui-ai/Qwen2.5-72B-Instruct-abliterated,quantized,hf_model_ConicCat__Qwen2.5-72B-Instruct-abliterated-FP8-Dynamic,hf_model_huihui-ai__Qwen2.5-72B-Instruct-abliterated,ConicCat,huihui-ai,202510,202410,12
cross-encoder/stsb-roberta-large,FacebookAI/roberta-large,quantized,hf_model_cross-encoder__stsb-roberta-large,hf_model_FacebookAI__roberta-large,cross-encoder,FacebookAI,202203,202203,0
Qwen/Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B,finetune,hf_model_Qwen__Qwen2.5-Math-1.5B-Instruct,hf_model_Qwen__Qwen2.5-Math-1.5B,Qwen,Qwen,202409,202409,0
moonshotai/Kimi-VL-A3B-Thinking,moonshotai/Kimi-VL-A3B-Instruct,finetune,hf_model_moonshotai__Kimi-VL-A3B-Thinking,hf_model_moonshotai__Kimi-VL-A3B-Instruct,moonshotai,moonshotai,202504,202504,0
MaziyarPanahi/Mistral-Small-24B-Instruct-2501-GGUF,mistralai/Mistral-Small-24B-Instruct-2501,quantized,hf_model_MaziyarPanahi__Mistral-Small-24B-Instruct-2501-GGUF,hf_model_mistralai__Mistral-Small-24B-Instruct-2501,MaziyarPanahi,mistralai,202501,202501,0
Qwen/Qwen2.5-Math-PRM-7B,Qwen/Qwen2.5-Math-7B-Instruct,finetune,hf_model_Qwen__Qwen2.5-Math-PRM-7B,hf_model_Qwen__Qwen2.5-Math-7B-Instruct,Qwen,Qwen,202501,202409,4
MaziyarPanahi/gemma-3-1b-it-GGUF,google/gemma-3-1b-it,quantized,hf_model_MaziyarPanahi__gemma-3-1b-it-GGUF,hf_model_google__gemma-3-1b-it,MaziyarPanahi,google,202503,202503,0
MaziyarPanahi/Phi-4-mini-instruct-GGUF,microsoft/Phi-4-mini-instruct,quantized,hf_model_MaziyarPanahi__Phi-4-mini-instruct-GGUF,hf_model_microsoft__Phi-4-mini-instruct,MaziyarPanahi,microsoft,202503,202502,1
unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,meta-llama/Llama-3.2-3B-Instruct,quantized,hf_model_unsloth__Llama-3.2-3B-Instruct-unsloth-bnb-4bit,hf_model_meta-llama__Llama-3.2-3B-Instruct,unsloth,meta-llama,202501,202409,4
MaziyarPanahi/Meta-Llama-3-8B-Instruct-GGUF,meta-llama/Meta-Llama-3-8B-Instruct,quantized,hf_model_MaziyarPanahi__Meta-Llama-3-8B-Instruct-GGUF,hf_model_meta-llama__Meta-Llama-3-8B-Instruct,MaziyarPanahi,meta-llama,202404,202404,0
MaziyarPanahi/DeepSeek-R1-0528-Qwen3-8B-GGUF,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,quantized,hf_model_MaziyarPanahi__DeepSeek-R1-0528-Qwen3-8B-GGUF,hf_model_deepseek-ai__DeepSeek-R1-0528-Qwen3-8B,MaziyarPanahi,deepseek-ai,202505,202505,0
MaziyarPanahi/Mistral-Nemo-Instruct-2407-GGUF,mistralai/Mistral-Nemo-Instruct-2407,quantized,hf_model_MaziyarPanahi__Mistral-Nemo-Instruct-2407-GGUF,hf_model_mistralai__Mistral-Nemo-Instruct-2407,MaziyarPanahi,mistralai,202407,202407,0
MaziyarPanahi/Llama-3.3-70B-Instruct-GGUF,meta-llama/Llama-3.3-70B-Instruct,quantized,hf_model_MaziyarPanahi__Llama-3.3-70B-Instruct-GGUF,hf_model_meta-llama__Llama-3.3-70B-Instruct,MaziyarPanahi,meta-llama,202412,202411,1
DeepBeepMeep/Qwen_image,Qwen/Qwen-Image,finetune,hf_model_DeepBeepMeep__Qwen_image,hf_space_Qwen__Qwen-Image,DeepBeepMeep,Qwen,202508,202508,0
MaziyarPanahi/Qwen2.5-7B-Instruct-GGUF,Qwen/Qwen2.5-7B-Instruct,quantized,hf_model_MaziyarPanahi__Qwen2.5-7B-Instruct-GGUF,hf_model_Qwen__Qwen2.5-7B-Instruct,MaziyarPanahi,Qwen,202409,202409,0
MaziyarPanahi/gemma-3-12b-it-GGUF,google/gemma-3-12b-it,quantized,hf_model_MaziyarPanahi__gemma-3-12b-it-GGUF,hf_model_google__gemma-3-12b-it,MaziyarPanahi,google,202503,202503,0
lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-8bit,Qwen/Qwen2.5-Coder-14B-Instruct,quantized,hf_model_lmstudio-community__Qwen2.5-Coder-14B-Instruct-MLX-8bit,hf_model_Qwen__Qwen2.5-Coder-14B-Instruct,lmstudio-community,Qwen,202411,202411,0
Xenova/clip-vit-base-patch32,openai/clip-vit-base-patch32,quantized,hf_model_Xenova__clip-vit-base-patch32,hf_model_openai__clip-vit-base-patch32,Xenova,openai,202305,202203,14
zeroentropy/zerank-2,Qwen/Qwen3-4B,finetune,hf_model_zeroentropy__zerank-2,hf_model_Qwen__Qwen3-4B,zeroentropy,Qwen,202511,202504,7
unsloth/gpt-oss-20b-BF16,openai/gpt-oss-20b,finetune,hf_model_unsloth__gpt-oss-20b-BF16,hf_model_openai__gpt-oss-20b,unsloth,openai,202508,202508,0
MaziyarPanahi/gemma-2-2b-it-GGUF,google/gemma-2-2b-it,quantized,hf_model_MaziyarPanahi__gemma-2-2b-it-GGUF,hf_model_google__gemma-2-2b-it,MaziyarPanahi,google,202408,202407,1
MaziyarPanahi/Llama-3.2-1B-Instruct-GGUF,meta-llama/Llama-3.2-1B-Instruct,quantized,hf_model_MaziyarPanahi__Llama-3.2-1B-Instruct-GGUF,hf_model_meta-llama__Llama-3.2-1B-Instruct,MaziyarPanahi,meta-llama,202409,202409,0
baichuan-inc/Baichuan-M2-32B,Qwen/Qwen2.5-32B,finetune,hf_model_baichuan-inc__Baichuan-M2-32B,hf_model_Qwen__Qwen2.5-32B,baichuan-inc,Qwen,202508,202409,11
MaziyarPanahi/Ministral-3-3B-Reasoning-2512-GGUF,mistralai/Ministral-3-3B-Reasoning-2512,quantized,hf_model_MaziyarPanahi__Ministral-3-3B-Reasoning-2512-GGUF,hf_model_mistralai__Ministral-3-3B-Reasoning-2512,MaziyarPanahi,mistralai,202512,202510,2
hypaai/Hypa_Orpheus-3b-0.1-ft-unsloth-merged_16bit,canopylabs/orpheus-3b-0.1-ft,adapter,hf_model_hypaai__Hypa_Orpheus-3b-0.1-ft-unsloth-merged_16bit,hf_model_canopylabs__orpheus-3b-0.1-ft,hypaai,canopylabs,202504,202503,1
MaziyarPanahi/phi-4-GGUF,microsoft/phi-4,quantized,hf_model_MaziyarPanahi__phi-4-GGUF,hf_model_microsoft__phi-4,MaziyarPanahi,microsoft,202501,202412,1
qylu4156/strongreject-15k-v1,google/gemma-2b,adapter,hf_model_qylu4156__strongreject-15k-v1,hf_model_google__gemma-2b,qylu4156,google,202407,202402,5
Qwen/Qwen2.5-7B-Instruct-1M,Qwen/Qwen2.5-7B,finetune,hf_model_Qwen__Qwen2.5-7B-Instruct-1M,hf_model_Qwen__Qwen2.5-7B,Qwen,Qwen,202501,202409,4
MaziyarPanahi/Meta-Llama-3.1-70B-Instruct-GGUF,meta-llama/Llama-3.1-70B-Instruct,quantized,hf_model_MaziyarPanahi__Meta-Llama-3.1-70B-Instruct-GGUF,hf_model_meta-llama__Llama-3.1-70B-Instruct,MaziyarPanahi,meta-llama,202407,202407,0
MaziyarPanahi/Qwen2.5-1.5B-Instruct-GGUF,Qwen/Qwen2.5-1.5B-Instruct,quantized,hf_model_MaziyarPanahi__Qwen2.5-1.5B-Instruct-GGUF,hf_model_Qwen__Qwen2.5-1.5B-Instruct,MaziyarPanahi,Qwen,202409,202409,0
MaziyarPanahi/solar-pro-preview-instruct-GGUF,upstage/solar-pro-preview-instruct,quantized,hf_model_MaziyarPanahi__solar-pro-preview-instruct-GGUF,hf_model_upstage__solar-pro-preview-instruct,MaziyarPanahi,upstage,202409,202409,0
MaziyarPanahi/Yi-Coder-9B-Chat-GGUF,01-ai/Yi-Coder-9B-Chat,quantized,hf_model_MaziyarPanahi__Yi-Coder-9B-Chat-GGUF,hf_model_01-ai__Yi-Coder-9B-Chat,MaziyarPanahi,01-ai,202409,202408,1
MaziyarPanahi/Llama-3.2-3B-Instruct-GGUF,meta-llama/Llama-3.2-3B-Instruct,quantized,hf_model_MaziyarPanahi__Llama-3.2-3B-Instruct-GGUF,hf_model_meta-llama__Llama-3.2-3B-Instruct,MaziyarPanahi,meta-llama,202409,202409,0
HuggingFaceTB/SmolVLM2-2.2B-Instruct,HuggingFaceTB/SmolVLM-Instruct,finetune,hf_model_HuggingFaceTB__SmolVLM2-2.2B-Instruct,hf_model_HuggingFaceTB__SmolVLM-Instruct,HuggingFaceTB,HuggingFaceTB,202502,202411,3
LiquidAI/LFM2-VL-450M-GGUF,LiquidAI/LFM2-VL-450M,quantized,hf_model_LiquidAI__LFM2-VL-450M-GGUF,hf_model_LiquidAI__LFM2-VL-450M,LiquidAI,LiquidAI,202508,202508,0
watt-ai/watt-tool-8B,meta-llama/Llama-3.1-8B-Instruct,finetune,hf_model_watt-ai__watt-tool-8B,hf_model_meta-llama__Llama-3.1-8B-Instruct,watt-ai,meta-llama,202412,202407,5
MaziyarPanahi/Yi-1.5-6B-Chat-GGUF,01-ai/Yi-1.5-6B-Chat,quantized,hf_model_MaziyarPanahi__Yi-1.5-6B-Chat-GGUF,hf_model_01-ai__Yi-1.5-6B-Chat,MaziyarPanahi,01-ai,202405,202405,0
bartowski/Llama-3.2-1B-Instruct-GGUF,meta-llama/Llama-3.2-1B-Instruct,quantized,hf_model_bartowski__Llama-3.2-1B-Instruct-GGUF,hf_model_meta-llama__Llama-3.2-1B-Instruct,bartowski,meta-llama,202409,202409,0
MaziyarPanahi/gemma-3-27b-it-GGUF,google/gemma-3-27b-it,quantized,hf_model_MaziyarPanahi__gemma-3-27b-it-GGUF,hf_model_google__gemma-3-27b-it,MaziyarPanahi,google,202503,202503,0
MaziyarPanahi/firefunction-v2-GGUF,fireworks-ai/llama-3-firefunction-v2,quantized,hf_model_MaziyarPanahi__firefunction-v2-GGUF,hf_model_fireworks-ai__llama-3-firefunction-v2,MaziyarPanahi,fireworks-ai,202406,202406,0
MaziyarPanahi/Qwen2-7B-Instruct-GGUF,Qwen/Qwen2-7B-Instruct,quantized,hf_model_MaziyarPanahi__Qwen2-7B-Instruct-GGUF,hf_model_Qwen__Qwen2-7B-Instruct,MaziyarPanahi,Qwen,202406,202406,0
MaziyarPanahi/mathstral-7B-v0.1-GGUF,mistralai/Mathstral-7B-v0.1,quantized,hf_model_MaziyarPanahi__mathstral-7B-v0.1-GGUF,hf_model_mistralai__Mathstral-7B-v0.1,MaziyarPanahi,mistralai,202407,202407,0
MaziyarPanahi/Mistral-Small-Instruct-2409-GGUF,mistralai/Mistral-Small-Instruct-2409,quantized,hf_model_MaziyarPanahi__Mistral-Small-Instruct-2409-GGUF,hf_model_mistralai__Mistral-Small-Instruct-2409,MaziyarPanahi,mistralai,202409,202409,0
Qwen/Qwen2.5-0.5B-Instruct-GGUF,Qwen/Qwen2.5-0.5B-Instruct,quantized,hf_model_Qwen__Qwen2.5-0.5B-Instruct-GGUF,hf_model_Qwen__Qwen2.5-0.5B-Instruct,Qwen,Qwen,202409,202409,0
RunDiffusion/Juggernaut-XL-v9,stabilityai/stable-diffusion-xl-base-1.0,finetune,hf_model_RunDiffusion__Juggernaut-XL-v9,hf_model_stabilityai__stable-diffusion-xl-base-1.0,RunDiffusion,stabilityai,202402,202307,7
MaziyarPanahi/QwQ-32B-GGUF,Qwen/QwQ-32B,quantized,hf_model_MaziyarPanahi__QwQ-32B-GGUF,hf_model_Qwen__QwQ-32B,MaziyarPanahi,Qwen,202503,202503,0
Vamsi/T5_Paraphrase_Paws,google-t5/t5-base,finetune,hf_model_Vamsi__T5_Paraphrase_Paws,hf_model_google-t5__t5-base,Vamsi,google-t5,202203,202203,0
MaziyarPanahi/INTELLECT-2-GGUF,PrimeIntellect/INTELLECT-2,quantized,hf_model_MaziyarPanahi__INTELLECT-2-GGUF,hf_model_PrimeIntellect__INTELLECT-2,MaziyarPanahi,PrimeIntellect,202505,202505,0
unsloth/Llama-3.2-1B,meta-llama/Llama-3.2-1B,finetune,hf_model_unsloth__Llama-3.2-1B,hf_model_meta-llama__Llama-3.2-1B,unsloth,meta-llama,202409,202409,0
MaziyarPanahi/Mistral-Large-Instruct-2411-GGUF,mistralai/Mistral-Large-Instruct-2411,quantized,hf_model_MaziyarPanahi__Mistral-Large-Instruct-2411-GGUF,hf_model_mistralai__Mistral-Large-Instruct-2411,MaziyarPanahi,mistralai,202411,202411,0
MaziyarPanahi/DeepSeek-V3-0324-GGUF,deepseek-ai/DeepSeek-V3-0324,quantized,hf_model_MaziyarPanahi__DeepSeek-V3-0324-GGUF,hf_model_deepseek-ai__DeepSeek-V3-0324,MaziyarPanahi,deepseek-ai,202503,202503,0
MaziyarPanahi/Meta-Llama-3.1-405B-Instruct-GGUF,meta-llama/Llama-3.1-405B-Instruct,quantized,hf_model_MaziyarPanahi__Meta-Llama-3.1-405B-Instruct-GGUF,hf_model_meta-llama__Llama-3.1-405B-Instruct,MaziyarPanahi,meta-llama,202407,202407,0
city96/FLUX.1-dev-gguf,black-forest-labs/FLUX.1-dev,quantized,hf_model_city96__FLUX.1-dev-gguf,hf_model_black-forest-labs__FLUX.1-dev,city96,black-forest-labs,202408,202407,1
Qwen/Qwen3-30B-A3B-FP8,Qwen/Qwen3-30B-A3B,quantized,hf_model_Qwen__Qwen3-30B-A3B-FP8,hf_model_Qwen__Qwen3-30B-A3B,Qwen,Qwen,202504,202504,0
litert-community/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,finetune,hf_model_litert-community__Qwen2.5-1.5B-Instruct,hf_model_Qwen__Qwen2.5-1.5B-Instruct,litert-community,Qwen,202504,202409,7
